ID,pipeline_label,pipeline_score,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,overall_roberta_score,roberta_label,productAsin,country,date,isVerified,ratingScore,reviewTitle,reviewDescription,reviewUrl,reviewedIn,variant,variantAsin
1429,POSITIVE,0.9998552799224854,0.0,0.0,1.0,0.4215,0.066038184,0.35445273,0.5795091,0.5795091,Positive,B0BDK8LKPJ,India,28-12-2023,True,5,Nice,Nice,https://www.amazon.in/gp/customer-reviews/R2JI4V7MX02T9A/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDK62PDX,Reviewed in India on 28 December 2023,Colour: BlueSize: 128 GB,B0BDK62PDX
1430,POSITIVE,0.9845163226127625,0.0,0.737,0.263,0.8481,0.025386289,0.16313475,0.811479,0.811479,Positive,B0BDK8LKPJ,India,17-06-2023,False,1,Performance and battery,As always the features are great but not for this price range.A lot of other great phones with these similar features within 30k price range.,https://www.amazon.in/gp/customer-reviews/R10LDWSYG3315H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 17 June 2023,Colour: PurpleSize: 128 GB,B0BDJ213TX
1431,NEGATIVE,0.776801586151123,0.0,0.567,0.433,0.7269,0.6437655,0.30900538,0.04722904,0.6437655,Negative,B0BDK8LKPJ,India,06-10-2023,True,3,Internet connectivity,Internet is not working smoothly while network strength is good,https://www.amazon.in/gp/customer-reviews/RVKXHM62OHOM8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 6 October 2023,Colour: PurpleSize: 128 GB,B0BDJ213TX
1432,NEGATIVE,0.545676589012146,0.068,0.809,0.123,0.3197,0.3655602,0.3993371,0.23510268,0.3993371,Neutral,B0BDK8LKPJ,India,18-05-2023,True,2,Heating issues,"Donâ€™t buy this phone has a really serious heating issue , google pixel series is far better than the iPhones go for them",https://www.amazon.in/gp/customer-reviews/R3MPGNVYVX8PO3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 18 May 2023,Colour: PurpleSize: 128 GB,B0BDJ213TX
1433,NEGATIVE,0.9997302889823914,0.144,0.771,0.084,-0.6261,0.93017805,0.06089596,0.008925949,0.93017805,Negative,B0BDK8LKPJ,India,20-07-2023,True,1,Worst camera,Don't buy this mobile if you are looking for good camera. Currently I am using s23 plus and bought this mobile for my wife as she is looking for some good camera phone. The camera performance is pathetic. It's not at all close to s23 plus. I believe it can't match any samsung cameras performance. Worst experience and never recommend.,https://www.amazon.in/gp/customer-reviews/R3OAHJPQMYYWO5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 20 July 2023,Colour: PurpleSize: 128 GB,B0BDJ213TX
1434,NEGATIVE,0.9997428059577942,0.0,1.0,0.0,0.0,0.657355,0.3060935,0.03655145,0.657355,Negative,B0BDK8LKPJ,India,17-01-2024,True,1,It Is looks old,It's looks old,https://www.amazon.in/gp/customer-reviews/R3D3OH3HS6MOGV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 17 January 2024,Colour: PurpleSize: 128 GB,B0BDJ213TX
1435,NEGATIVE,0.9987167119979858,0.088,0.799,0.113,0.0931,0.89468056,0.096183136,0.009136352,0.89468056,Negative,B0BDK8LKPJ,India,31-10-2022,True,1,Do not buy phones in Amazon,I got the defect phone from this dealer and Amazon refuses to return the product and apple service center least bothered to replace the phone or they need additional 17k to replace... Please buy the phone at outlet or no point spending 80k and roaming around this folks..,https://www.amazon.in/gp/customer-reviews/R1ECRQ2KSP9OSC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 31 October 2022,Colour: PurpleSize: 128 GB,B0BDJ213TX
1436,NEGATIVE,0.999762237071991,0.0,1.0,0.0,0.0,0.92844486,0.06376738,0.007787727,0.92844486,Negative,B0BDK8LKPJ,India,09-09-2023,True,1,Worst ðŸ˜ž product my honest opinion.  This is great product for rich people to show off.,Even after spending more than half a lakh you still need to spend money for adapter+ earphones ðŸŽ§.It takes a week time to adjust the phone.Worst phone Ever invented in the history of the world.,https://www.amazon.in/gp/customer-reviews/RZKU3IIV3A24J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 9 September 2023,Colour: PurpleSize: 128 GB,B0BDJ213TX
1437,NEGATIVE,0.9994701743125916,0.097,0.751,0.152,0.4086,0.68398416,0.25533357,0.060682233,0.68398416,Negative,B0BDK8LKPJ,India,30-05-2023,True,1,Nothing special,The phone isn't worth 70K by any means. Tue display is a joke. Apple should be ashamed of giving 60Hz display at this price.Only get it for the apple brand otherwise in terms of experience any Android phones above 20K would be better.,https://www.amazon.in/gp/customer-reviews/RFC3YJLB0YTT8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 30 May 2023,Colour: PurpleSize: 128 GB,B0BDJ213TX
1438,NEGATIVE,0.9997058510780334,0.189,0.811,0.0,-0.2732,0.96459633,0.032873336,0.002530276,0.96459633,Negative,B0BDK8LKPJ,India,28-06-2023,True,1,Defective product,It is not working properly and battery is getting low,https://www.amazon.in/gp/customer-reviews/R3LRH08QP0L8Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 28 June 2023,Colour: PurpleSize: 128 GB,B0BDJ213TX
1439,NEGATIVE,0.9907038807868958,0.0,1.0,0.0,0.0,0.23695622,0.6056221,0.15742168,0.6056221,Neutral,B0BDK8LKPJ,India,18-08-2023,True,1,Box tute niklte h fir bad me return policy nhi h,Box demage,https://www.amazon.in/gp/customer-reviews/R1NBFVUQUPM4LF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 18 August 2023,Colour: PurpleSize: 128 GB,B0BDJ213TX
1440,NEGATIVE,0.9990805387496948,0.6,0.4,0.0,-0.7579,0.6667551,0.3218788,0.011366158,0.6667551,Negative,B0BDK8LKPJ,India,16-12-2022,True,1,Damage product received never got refund,Damage prudoct  no refund order at own risk,https://www.amazon.in/gp/customer-reviews/R3JWDWOUHRRLP6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 16 December 2022,Colour: PurpleSize: 128 GB,B0BDJ213TX
1441,NEGATIVE,0.9997453093528748,0.2,0.762,0.038,-0.891,0.9320901,0.060174473,0.007735404,0.9320901,Negative,B0BDK8LKPJ,India,23-09-2023,False,1,Hotspot not as reliable as galaxy s10 plus. Dual sim feature is also not reliable.,Software quality is poor. You could find ever more bugs in ios 17. iPhone hotspot is terrible compared to Samsung. Battery needs to be bigger. Display quality is also poor compared to galaxy s10 plus. Display is too little compared to standard size you expect. Battery is degrading fast like going 90% in 10 months.,https://www.amazon.in/gp/customer-reviews/R3BSVYFY2JJ7O2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 23 September 2023,Colour: PurpleSize: 128 GB,B0BDJ213TX
1442,POSITIVE,0.9998315572738647,0.0,0.508,0.492,0.4404,0.0050561316,0.07573969,0.91920424,0.91920424,Positive,B0BDK8LKPJ,India,30-09-2023,True,4,iPhone,Good. Delivered in time,https://www.amazon.in/gp/customer-reviews/RBC06458EZTO9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 30 September 2023,Colour: PurpleSize: 128 GB,B0BDJ213TX
1443,POSITIVE,0.930761992931366,0.0,0.58,0.42,0.4404,0.0056683873,0.072630994,0.9217006,0.9217006,Positive,B0BDK8LKPJ,India,26-08-2023,True,4,Good,Good to use.Satiafied with purchase.Camera:10/10Performance:10Product:10,https://www.amazon.in/gp/customer-reviews/R2CE2WUXG3WKCG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 26 August 2023,Colour: PurpleSize: 128 GB,B0BDJ213TX
1444,POSITIVE,0.9988653659820557,0.0,0.741,0.259,0.6369,0.0012200366,0.014601418,0.9841785,0.9841785,Positive,B0BDK8LKPJ,India,03-01-2024,True,5,Obviously worth it.,Switching from an android to an iPhone was one of the best decisions.,https://www.amazon.in/gp/customer-reviews/RXH33ACTVGC55/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 3 January 2024,Colour: PurpleSize: 128 GB,B0BDJ213TX
1445,POSITIVE,0.9998077750205994,0.0,0.256,0.744,0.4404,0.0056963535,0.09092502,0.90337867,0.90337867,Positive,B0BDK8LKPJ,India,26-02-2024,True,5,iPhone 14,Good Phone,https://www.amazon.in/gp/customer-reviews/R2BPA98H3Y302P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 26 February 2024,Colour: PurpleSize: 128 GB,B0BDJ213TX
1446,POSITIVE,0.9996652603149414,0.0,0.508,0.492,0.4404,0.0053011077,0.085561246,0.90913767,0.90913767,Positive,B0BDK8LKPJ,India,15-08-2023,True,4,Good quality,Good perfomance.. must buy,https://www.amazon.in/gp/customer-reviews/R3T16L6N1DWV81/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 15 August 2023,Colour: PurpleSize: 128 GB,B0BDJ213TX
1447,POSITIVE,0.9917024970054626,0.113,0.7,0.187,0.631,0.006409128,0.033553723,0.9600372,0.9600372,Positive,B0BDK8LKPJ,India,25-08-2023,True,5,Amazing Phone,"No body can beat iPhone not only as a brand name but  also in terms of performance, display,hardware every thing is top notch with very refined architecture ðŸ˜Totally fallen in love with this phones ðŸ“±",https://www.amazon.in/gp/customer-reviews/R2HU36TNGW3O9M/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 25 August 2023,Colour: PurpleSize: 128 GB,B0BDJ213TX
1448,POSITIVE,0.9993797540664673,0.0,0.844,0.156,0.7177,0.0020759327,0.018072104,0.979852,0.979852,Positive,B0BDK8LKPJ,India,29-07-2023,True,5,Good phone obviously ðŸ™„,"I m a first time user of an IPhone, and i can tell if u learn how to use it then it is smooth as butter. The purple colour is so beautiful ðŸ˜»",https://www.amazon.in/gp/customer-reviews/R3F5T8EZNWW163/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 29 July 2023,Colour: PurpleSize: 128 GB,B0BDJ213TX
1449,POSITIVE,0.991113007068634,0.085,0.692,0.223,0.714,0.02531886,0.09398054,0.8807006,0.8807006,Positive,B0BDK8LKPJ,India,18-07-2023,True,5,It's iPhone. Everbody know how it is.,"Everything is good but battery life degraded to 98% in just 2 months. Apple can do much better here. Apart from this everything is good. Check out youtube videos for performance, camera and battery life",https://www.amazon.in/gp/customer-reviews/R3BL0FQMYTTU72/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 18 July 2023,Colour: PurpleSize: 128 GB,B0BDJ213TX
1450,POSITIVE,0.9998106360435486,0.0,0.504,0.496,0.9151,0.0013692674,0.006960813,0.9916699,0.9916699,Positive,B0BDK8LKPJ,India,17-10-2023,True,5,Awesome phoneðŸ˜,"Iâ€™m impressed with Iphone. Itâ€™s fast, has a great camera, and the battery life is excellent. A solid upgrade!",https://www.amazon.in/gp/customer-reviews/RMLWMHWW4XG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 17 October 2023,Colour: PurpleSize: 128 GB,B0BDJ213TX
1451,POSITIVE,0.9998745918273926,0.0,0.352,0.648,0.9403,0.0023018029,0.016037138,0.9816611,0.9816611,Positive,B0BDK8LKPJ,India,17-11-2023,True,5,Amazing ðŸ¤©,"Display is amazing, amazing sound quality, best in quality, good battery life",https://www.amazon.in/gp/customer-reviews/R23FVQ09AI4WIL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 17 November 2023,Colour: PurpleSize: 128 GB,B0BDJ213TX
1452,NEGATIVE,0.9859811067581177,0.0,0.692,0.308,0.4795,0.015348278,0.26024854,0.72440314,0.72440314,Positive,B0BDK8LKPJ,India,20-10-2023,True,5,Worthy,Using it and itâ€™s so value for money.,https://www.amazon.in/gp/customer-reviews/R3CL88VKQ74RE6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 20 October 2023,Colour: PurpleSize: 128 GB,B0BDJ213TX
1453,POSITIVE,0.9998573064804077,0.0,0.851,0.149,0.4215,0.0028043576,0.040478244,0.9567174,0.9567174,Positive,B0BDK8LKPJ,India,04-09-2023,True,5,Genuine product,The product received is genuine.It was received within the laid out time frame.Excellent seller and nice product.,https://www.amazon.in/gp/customer-reviews/R24V70YRM3J739/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 4 September 2023,Colour: PurpleSize: 128 GB,B0BDJ213TX
1454,POSITIVE,0.9998617172241211,0.0,0.213,0.787,0.5719,0.017857635,0.15409242,0.82804996,0.82804996,Positive,B0BDK8LKPJ,India,12-09-2023,True,5,Very good product,Excellent product,https://www.amazon.in/gp/customer-reviews/R14H7JOE3JDCWP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 12 September 2023,Colour: PurpleSize: 128 GB,B0BDJ213TX
1455,POSITIVE,0.9998161196708679,0.0,0.0,1.0,0.4404,0.060793478,0.32942784,0.60977864,0.60977864,Positive,B0BDK8LKPJ,India,15-08-2023,True,5,Good,Good,https://www.amazon.in/gp/customer-reviews/R30LKO35M9OT2L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 15 August 2023,Colour: PurpleSize: 128 GB,B0BDJ213TX
1456,POSITIVE,0.9945487380027771,1.0,0.0,0.0,-0.6124,0.18744895,0.73564905,0.07690201,0.73564905,Neutral,B0BDK8LKPJ,India,27-09-2023,True,5,Itâ€™s iphone just loving it !,No Regret,https://www.amazon.in/gp/customer-reviews/R8198QNIJ2N59/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 27 September 2023,Colour: PurpleSize: 128 GB,B0BDJ213TX
1457,POSITIVE,0.9996203184127808,0.0,0.83,0.17,0.6249,0.0017944832,0.011553836,0.98665166,0.98665166,Positive,B0BDK8LKPJ,India,23-04-2023,True,5,Nice packing and product,"So far so goodThe packing is awesome as usually the product came with iphone, charging cable and pin for the sim.",https://www.amazon.in/gp/customer-reviews/RP3BTKY0J8YPF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 23 April 2023,Colour: PurpleSize: 128 GB,B0BDJ213TX
1458,POSITIVE,0.9994105100631714,0.0,0.343,0.657,0.6956,0.008019138,0.08435946,0.9076214,0.9076214,Positive,B0BDK8LKPJ,India,28-07-2023,True,5,wow for this,nice but camera bot good,https://www.amazon.in/gp/customer-reviews/R2FJS2SD3EHNF4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 28 July 2023,Colour: PurpleSize: 128 GB,B0BDJ213TX
1459,POSITIVE,0.9991655349731445,0.0,0.683,0.317,0.6249,0.00139016,0.031388264,0.96722156,0.96722156,Positive,B0BDK8LKPJ,India,10-05-2023,True,5,Best,my first iphone is iphone 14 . It gives you rich feeling. must buy,https://www.amazon.in/gp/customer-reviews/R2P246O7QE05T9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 10 May 2023,Colour: PurpleSize: 128 GB,B0BDJ213TX
1460,POSITIVE,0.9998539686203003,0.0,0.504,0.496,0.7096,0.0025399916,0.030767975,0.966692,0.966692,Positive,B0BDK8LKPJ,India,10-07-2023,True,5,Superb,Amazing experience a well  organised exchange with latest phone,https://www.amazon.in/gp/customer-reviews/R33KADNOECVAWU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 10 July 2023,Colour: PurpleSize: 128 GB,B0BDJ213TX
1461,POSITIVE,0.9997941851615906,0.0,0.0,1.0,0.6369,0.09775567,0.45735747,0.44488683,0.45735747,Neutral,B0BDK8LKPJ,India,30-07-2023,True,5,Apple best,best,https://www.amazon.in/gp/customer-reviews/RFAFKCK2INGGX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 30 July 2023,Colour: PurpleSize: 128 GB,B0BDJ213TX
1462,POSITIVE,0.9998754262924194,0.0,0.323,0.677,0.6369,0.0033656529,0.011790578,0.9848438,0.9848438,Positive,B0BDK8LKPJ,India,23-07-2023,True,5,Gud n fast delivery,Love this product,https://www.amazon.in/gp/customer-reviews/ROLF00GP91LLN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 23 July 2023,Colour: PurpleSize: 128 GB,B0BDJ213TX
1463,POSITIVE,0.9998530149459839,0.0,0.196,0.804,0.6249,0.005513048,0.08168946,0.9127975,0.9127975,Positive,B0BDK8LKPJ,India,30-07-2023,True,5,Wat can go wrong with an iPhone,Awesome variant,https://www.amazon.in/gp/customer-reviews/R1VYIB0L0J1U6V/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ213TX,Reviewed in India on 30 July 2023,Colour: PurpleSize: 128 GB,B0BDJ213TX
1464,POSITIVE,0.9961620569229126,0.0,0.774,0.226,0.743,0.061100494,0.27801368,0.6608858,0.6608858,Positive,B0BDK8LKPJ,India,30-05-2024,True,4,Performance and ease of use,Main advantage is ease of use and performance. Phone never slows down even after your storage is almost fullDisadvantage is too much restrictions on media sharing and storage.,https://www.amazon.in/gp/customer-reviews/R1ACZXUWUGXLGU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BXQ2V3NJ,Reviewed in India on 30 May 2024,Colour: YellowSize: 128 GB,B0BXQ2V3NJ
1465,NEGATIVE,0.9983069896697998,0.122,0.789,0.089,-0.2124,0.10671126,0.34935158,0.5439371,0.5439371,Positive,B0BDK8LKPJ,India,14-07-2023,True,4,A decent buy,"Im a first time iphone user, not regretting the decision of switching from android.Iphone just flows. Buy without any doubt.Delivery was poor though.",https://www.amazon.in/gp/customer-reviews/RVTZJVP8MD5Q7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BXQ2V3NJ,Reviewed in India on 14 July 2023,Colour: YellowSize: 128 GB,B0BXQ2V3NJ
1466,POSITIVE,0.9998400211334229,0.067,0.856,0.076,0.0772,0.0057102074,0.023594234,0.9706955,0.9706955,Positive,B0BDK8LKPJ,India,24-11-2023,True,5,Uses,"So beautiful,So elegant,just looking like a wow.Seriously you donâ€™t have to read out all comments because it is apple.Everything is outstanding.Value for money depends on user.Otherwise no restriction,just go for it.",https://www.amazon.in/gp/customer-reviews/RUY354BMSLVCF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BXQ2V3NJ,Reviewed in India on 24 November 2023,Colour: YellowSize: 128 GB,B0BXQ2V3NJ
1467,POSITIVE,0.9894933700561523,0.251,0.513,0.236,-0.0772,0.0022766085,0.044393852,0.95332956,0.95332956,Positive,B0BDK8LKPJ,India,29-01-2024,True,5,"Everything is good ,",No problem in this mobile 14.Also Quick service from Amazon thanks from Shailesh Nanavati,https://www.amazon.in/gp/customer-reviews/R169Y28Q5Z832R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BXQ2V3NJ,Reviewed in India on 29 January 2024,Colour: YellowSize: 128 GB,B0BXQ2V3NJ
1468,POSITIVE,0.9689616560935974,0.0,0.637,0.363,0.6767,0.0072467304,0.09304694,0.8997063,0.8997063,Positive,B0BDK8LKPJ,India,18-02-2024,True,5,Value for money,What to write of an iPhone?? Best as always,https://www.amazon.in/gp/customer-reviews/R29AVEABJ0UINN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BXQ2V3NJ,Reviewed in India on 18 February 2024,Colour: YellowSize: 128 GB,B0BXQ2V3NJ
1469,POSITIVE,0.9998539686203003,0.0,0.498,0.502,0.8775,0.001684801,0.012820591,0.9854946,0.9854946,Positive,B0BDK8LKPJ,India,26-09-2023,True,5,price was very good affordable,"very good sound quality,....smooth, and good battery lifevery happy with the product ..",https://www.amazon.in/gp/customer-reviews/R37IBVQMWQQQB7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BXQ2V3NJ,Reviewed in India on 26 September 2023,Colour: YellowSize: 128 GB,B0BXQ2V3NJ
1470,POSITIVE,0.9998041987419128,0.0,1.0,0.0,0.0,0.109860465,0.83104664,0.059092898,0.83104664,Neutral,B0BDK8LKPJ,India,22-10-2023,True,5,Awesome,A Gem â¤ï¸,https://www.amazon.in/gp/customer-reviews/RYREW08I48VBK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BXQ2V3NJ,Reviewed in India on 22 October 2023,Colour: YellowSize: 128 GB,B0BXQ2V3NJ
1471,POSITIVE,0.9984342455863953,0.0,0.508,0.492,0.8271,0.0040360503,0.055378646,0.9405853,0.9405853,Positive,B0BDK8LKPJ,India,10-09-2023,True,5,Nice delivery and packaging,The best mobile to handle nice packaging and delivery claps for amazon,https://www.amazon.in/gp/customer-reviews/R2DS0YNOJ62DUW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BXQ2V3NJ,Reviewed in India on 10 September 2023,Colour: YellowSize: 128 GB,B0BXQ2V3NJ
1472,POSITIVE,0.9977725148200989,0.0,0.455,0.545,0.34,0.17601086,0.66478866,0.1592004,0.66478866,Neutral,B0BDK8LKPJ,India,28-08-2023,True,5,Animal footprint,Value for money,https://www.amazon.in/gp/customer-reviews/R18H3GXCZB3S19/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BXQ2V3NJ,Reviewed in India on 28 August 2023,Colour: YellowSize: 128 GB,B0BXQ2V3NJ
1473,NEGATIVE,0.9762994647026062,0.0,1.0,0.0,0.0,0.0081015015,0.16265039,0.8292481,0.8292481,Positive,B0BDK8LKPJ,India,29-08-2023,True,5,Wow.,Itâ€™s superâ€¦.,https://www.amazon.in/gp/customer-reviews/R27E5ZJ81SLD9B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BXQ2V3NJ,Reviewed in India on 29 August 2023,Colour: YellowSize: 128 GB,B0BXQ2V3NJ
1475,POSITIVE,0.9996185302734375,0.025,0.875,0.1,0.8874,0.0027557972,0.040253047,0.95699114,0.95699114,Positive,B0BDK8LKPJ,India,20-07-2023,False,4,"iPhone 14's camera system takes pro-grade photos and videos, turning users into creators on the go.","The Apple iPhone 14 (128 GB) in vibrant Yellow is a masterpiece of technology and aesthetics, and it leaves a remarkable impression from the moment one lays their eyes on it. As expected from Apple, the build quality is exceptional, emanating a sense of luxury and durability. Notably, the yellow color adds a unique touch of personality, giving it a refreshing twist over the usual shades. Furthermore, with a storage capacity of 128 GB, the user won't need to worry about running out of space for their apps, music, or memorable pictures.When it comes to performance, the iPhone 14 outshines its predecessors. This device runs seamlessly, even when multitasking between numerous high-demand apps, showcasing the prowess of Apple's latest A16 chip. Also, the updated iOS provides an intuitive, smooth experience for the user, further augmented by the phone's vibrant and sharp display. Remarkably, even after several hours of use, the device maintains its cool, indicating efficient thermal management.Equally worth mentioning is the improved camera system on the iPhone 14. With advanced settings and filters, it captures stunning photos with professional-level detail and color accuracy. In addition, its video capabilities are second to none, making it a perfect companion for vloggers and content creators. In summary, the Apple iPhone 14 (128 GB) - Yellow not only stands out aesthetically but also raises the bar for smartphone performance and features. It's indeed a perfect blend of form and function.",https://www.amazon.in/gp/customer-reviews/R31BYU29ZJ1VNH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BXQ2V3NJ,Reviewed in India on 20 July 2023,Colour: YellowSize: 128 GB,B0BXQ2V3NJ
1476,POSITIVE,0.9959911704063416,0.0,0.669,0.331,0.8555,0.0025423118,0.04588739,0.95157033,0.95157033,Positive,B0BDK8LKPJ,India,14-03-2023,False,5,Best of All,Best Variant of All. I had tried three variants of 14 plus but this feels best in them all â¤ï¸,https://www.amazon.in/gp/customer-reviews/R1I7MFIYW8SEGB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BXQ2V3NJ,Reviewed in India on 14 March 2023,Colour: YellowSize: 128 GB,B0BXQ2V3NJ
1477,POSITIVE,0.9977725148200989,0.0,0.455,0.545,0.34,0.115608536,0.72163826,0.16275324,0.72163826,Neutral,B0BDK8LKPJ,India,04-11-2022,True,5,Very Good Product,Value for Money,https://www.amazon.in/gp/customer-reviews/R3BIZ4VXHR4S34/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ6N5D6,Reviewed in India on 4 November 2022,Colour: MidnightSize: 256 GB,B0BDJ6N5D6
1478,POSITIVE,0.9998552799224854,0.0,0.0,1.0,0.4215,0.066038184,0.35445273,0.5795091,0.5795091,Positive,B0BDK8LKPJ,India,05-11-2022,True,5,Nice phone,Nice,https://www.amazon.in/gp/customer-reviews/R3T6ZHB4HRX4GQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ6N5D6,Reviewed in India on 5 November 2022,Colour: MidnightSize: 256 GB,B0BDJ6N5D6
1479,NEGATIVE,0.9672824144363403,0.0,1.0,0.0,0.0,0.38682085,0.51274437,0.100434825,0.51274437,Neutral,B0BDK8LKPJ,India,13-10-2023,True,1,Battery backup not good,I have purchased two months back. Battery capacity started reducing. Now it is showing 98% after 1st software updation.,https://www.amazon.in/gp/customer-reviews/R3JCQ8C1HFDAOK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ6N5D6,Reviewed in India on 13 October 2023,Colour: MidnightSize: 256 GB,B0BDJ6N5D6
1480,NEGATIVE,0.9996395111083984,0.213,0.758,0.028,-0.8303,0.8526221,0.1362801,0.011097743,0.8526221,Negative,B0BDK8LKPJ,India,12-06-2023,True,1,Not to buy from Amazon India. Buy only from Authorised Dealer.,"I have bought iphone 14 from Amazon India two months before. but now facing hardware issues such as screen freezes. Now it is completely freezes, touch response gone. So dont trust from online. It may be damaged. Buy only from Authorised Dealer.",https://www.amazon.in/gp/customer-reviews/R3EHBJ0DTVRKIQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ6N5D6,Reviewed in India on 12 June 2023,Colour: MidnightSize: 256 GB,B0BDJ6N5D6
1481,NEGATIVE,0.9995617270469666,0.128,0.872,0.0,-0.296,0.87343746,0.11877649,0.0077859806,0.87343746,Negative,B0BDK8LKPJ,India,19-07-2023,True,1,No invoice,"The product packaging was looking very old and diamaged condition,there is no invoice for the product.",https://www.amazon.in/gp/customer-reviews/R106G53UJLW6C8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BDJ6N5D6,Reviewed in India on 19 July 2023,Colour: MidnightSize: 256 GB,B0BDJ6N5D6
